排名,學校代碼,學校名稱,公私立,招生區,學制分類,男女校,縣市,區,地址,官網,電話,科系與名額,簡章招生名額,招生名額,最低錄取分數,分數年度,分數來源備註,資優班/特色班,排序分數,課程方向,實習／專題,適合學生,正式簡章連結,交通方式,通勤資訊,住宿資訊,生活資料來源
,120303,國立鳳山高中,公立,高雄區學校名錄,普通科,,高雄市,鳳山區,高雄市鳳山區光復路二段130號,,(07)7463150,普通科(日)；數理資優班(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,120304,國立岡山高中,公立,高雄區學校名錄,普通科,,高雄市,岡山區,高雄市岡山區公園路52號,,(07)6212033,普通科(日)；體育班(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,120311,國立旗美高中,公立,高雄區學校名錄,普通科／專業群科,,高雄市,旗山區,高雄市旗山區東平里樹人路21號,,(07)6612502,普通科(日)；體育班(日)；多媒體設計科(日)；家政科(日)；幼兒保育科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,120319,國立鳳新高中,公立,高雄區學校名錄,普通科,,高雄市,鳳山區,高雄市鳳山區新富路257號,,(07)7658288,普通科(日)；音樂班(日)；美術班(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,120320,國立高科實驗高中,公立,高雄區學校名錄,高中職,,高雄市,楠梓區,高雄市楠梓區盛昌街161號,,(07)6120121,,,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,120401,國立旗山農工,公立,高雄區學校名錄,專業群科／實用技能學程,,高雄市,旗山區,高雄市旗山區旗甲路㇐段195號,,(07)6612501,農場經營科(日)；園藝科(日)；食品加工科(日)；畜產保健科(日)；機械科(日)；汽車科(日)；電機科(日)；生物產業機電科(日)；家政科(日)；綜合職能科(日)；烘焙食品科(日)；機車修護科(日)；餐飲技術科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,120402,國立岡山農工,公立,高雄區學校名錄,專業群科／進修部,,高雄市,岡山區,高雄市岡山區壽天里岡山路533號,,(07)6217129,園藝科(日)；食品加工科(日)；食品加工科(夜)；機械科(日)；機械科(夜)；汽車科(日)；汽車科(夜)；資訊科(日)；資訊科(夜)；電子科(日)；電機科(日)；電機科(夜)；建築科(日)；化工科(日)；室內空間設計科(日)；生物產業機電科(日)；家政科(日)；家政科(夜)；綜合職能科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,120409,國立鳳山商工,公立,高雄區學校名錄,普通科／專業群科／進修部,,高雄市,鳳山區,高雄市鳳山區文衡路51號,,(07)7462602,體育班(日)；機械科(日)；室內空間設計科(日)；室內空間設計科(夜)；電腦機械製圖科(日)；家具設計科(日)；商業經營科(日)；商業經營科(夜)；國際貿易科(日)；會計事務科(日)；資料處理科(日)；資料處理科(夜)；觀光事業科(日)；觀光事業科(夜)；餐飲服務科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,121302,光禾華德福實驗學校,私立,高雄區學校名錄,普通科,,高雄市,前鎮區,高雄市前鎮區德昌路345號,,(07)7885128,普通科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,121306,財團法人新光高中,私立,高雄區學校名錄,專業群科／進修部／實用技能學程,,高雄市,大寮區,高雄市大寮區鳳屏㇐路217號,,(07)7019888,資訊科(日)；餐飲管理科(日)；餐飲管理科(夜)；美容科(日)；美容科(夜)；寵物經營科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
