排名,學校代碼,學校名稱,公私立,招生區,學制分類,男女校,縣市,區,地址,官網,電話,科系與名額,簡章招生名額,招生名額,最低錄取分數,分數年度,分數來源備註,資優班/特色班,排序分數,課程方向,實習／專題,適合學生,正式簡章連結,交通方式,通勤資訊,住宿資訊,生活資料來源
,090305,國立斗六高中,公立,雲林區學校名錄,普通科,,雲林縣,斗六市,雲林縣斗六市民生路224號,,(05)5322039,普通科(日)；美術班(日)；體育班(日)；數理資優班(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,090306,國立北港高中,公立,雲林區學校名錄,普通科／專業群科,,雲林縣,北港鎮,雲林縣北港鎮成功路26號,,(05)7821411,普通科(日)；體育班(日)；商業經營科(日)；國際貿易科(日)；資料處理科(日)；應用英語科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,090315,國立虎尾高中,公立,雲林區學校名錄,普通科,,雲林縣,虎尾鎮,雲林縣虎尾鎮光復路222號,,(05)6322121,普通科(日)；體育班(日)；數理資優班(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,090401,國立虎尾農工,公立,雲林區學校名錄,專業群科／實用技能學程,,雲林縣,虎尾鎮,雲林縣虎尾鎮公安里博愛路65號,,(05)6322767,食品加工科(日)；畜產保健科(日)；機械科(日)；電機科(日)；建築科(日)；生物產業機電科(日)；電腦機械製圖科(日)；商業經營科(日)；門市服務科(日)；農業技術科(日)；烘焙食品科(日)；電機修護科(日)；營造技術科(日)；電腦繪圖科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,090402,國立西螺農工,公立,雲林區學校名錄,專業群科／進修部／實用技能學程,,雲林縣,西螺鎮,雲林縣西螺鎮大同路4號,,(05)5862024,食品加工科(日)；食品加工科(夜)；畜產保健科(日)；機械科(日)；汽車科(日)；電子科(日)；電機科(日)；電機科(夜)；化工科(日)；生物產業機電科(日)；電腦機械製圖科(夜)；微電腦修護科(日)；電腦繪圖科(日)；機械加工科(日)；商用資訊科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,090403,國立斗六家商,公立,雲林區學校名錄,進修部／專業群科,,雲林縣,斗六市,雲林縣斗六市成功路120號,,(05)5322147,商業經營科(夜)；國際貿易科(日)；資料處理科(日)；廣告設計科(日)；應用英語科(日)；幼兒保育科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,090404,國立北港農工,公立,雲林區學校名錄,專業群科／實用技能學程,,雲林縣,北港鎮,雲林縣北港鎮太平路80號,,(05)7832246,農場經營科(日)；農業機械科(日)；畜產保健科(日)；機械科(日)；資訊科(日)；電機科(日)；化工科(日)；餐飲服務科(日)；微電腦修護科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,090413,國立土庫商工,公立,雲林區學校名錄,專業群科／實用技能學程,,雲林縣,土庫鎮,雲林縣土庫鎮中央路2號,,(05)6622538,建築科(日)；美工科(日)；商業經營科(日)；會計事務科(日)；資料處理科(日)；廣告設計科(日)；營造技術科(日)；商業事務科(日)；商用資訊科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,091307,私立永年高中,私立,雲林區學校名錄,普通科,,雲林縣,土庫鎮,雲林縣土庫鎮建國路13號,,(05)6622540,普通科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,091308,私立正心高中,私立,雲林區學校名錄,普通科,,雲林縣,斗六市,雲林縣斗六市正心路1號,,(05)5512502,普通科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,091311,私立文生高中,私立,雲林區學校名錄,普通科,,雲林縣,四湖鄉,雲林縣四湖鄉中正路509號,,(05)7872024,普通科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,091312,私立巨人高中,私立,雲林區學校名錄,高中職,,雲林縣,北港鎮,雲林縣北港鎮大同路647號,,(05)7835937,,,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,091316,私立揚子高中,私立,雲林區學校名錄,普通科,,雲林縣,虎尾鎮,雲林縣虎尾鎮潁川里林森路二段541號,,(05)6330181,普通科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,091318,財團法人義峰高中,私立,雲林區學校名錄,專業群科／實用技能學程,,雲林縣,林內鄉,雲林縣林內鄉烏麻村⾧源201號,,(05)5800099,餐飲管理科(日)；電子商務科(日)；照顧服務科(日)；多媒體動畫科(日)；農園藝整理服務科(日)；餐飲技術科(日)；美容造型科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,091319,福智高中,私立,雲林區學校名錄,普通科,,雲林縣,古坑鄉,雲林縣古坑鄉麻園村平和23號,,(05)5828223,普通科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,091320,雲林縣維多利亞實驗高中,私立,雲林區學校名錄,普通科,,雲林縣,斗六市,雲林縣斗六市鎮南路1110號,,(05)5378899,普通科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,091410,私立大成商工,私立,雲林區學校名錄,專業群科／進修部／實用技能學程,,雲林縣,虎尾鎮,雲林縣虎尾鎮成平街21號,,(05)6322534,汽車科(日)；餐飲管理科(日)；餐飲管理科(夜)；汽車修護科(日)；水電技術科(日)；餐飲技術科(日)；多媒體技術科(日)；美髮技術科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,091414,私立大德工商,私立,雲林區學校名錄,專業群科／進修部／實用技能學程,,雲林縣,斗南鎮,雲林縣斗南鎮大同路400號,,(05)5970977,汽車科(日)；資訊科(日)；資料處理科(夜)；餐飲管理科(日)；電子商務科(日)；餐飲服務科(日)；水電技術科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,094301,雲林縣立斗南高中,公立,雲林區學校名錄,普通科,,雲林縣,斗南鎮,雲林縣斗南鎮中山路212號,,(05)5972059,普通科(日)；體育班(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,094307,雲林縣立麥寮高中,公立,雲林區學校名錄,普通科,,雲林縣,麥寮鄉,雲林縣麥寮鄉中興路310號,,(05)6932050,普通科(日)；體育班(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,094308,雲林縣立古坑華德福實驗高級中學,公立,雲林區學校名錄,普通科,,雲林縣,古坑鄉,雲林縣古坑鄉南昌6之27號,,(05)5822075,普通科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,094326,雲林縣立蔦松藝術高中,公立,雲林區學校名錄,普通科,,雲林縣,水林鄉,雲林縣水林鄉松北村松北路1之1號,,(05)7841801,普通科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
