排名,學校代碼,學校名稱,公私立,招生區,學制分類,男女校,縣市,區,地址,官網,電話,科系與名額,簡章招生名額,招生名額,最低錄取分數,分數年度,分數來源備註,資優班/特色班,排序分數,課程方向,實習／專題,適合學生,正式簡章連結,交通方式,通勤資訊,住宿資訊,生活資料來源
,040302,國立竹東高中,公立,竹苗區學校名錄,普通科／進修部,,新竹縣,竹東鎮,新竹縣竹東鎮大林路2號,,(03)5962024,普通科(日)；普通科(夜)；商業經營科(夜),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,040304,國立關西高中,公立,竹苗區學校名錄,專業群科,,新竹縣,關西鎮,新竹縣關西鎮東安里中山東路2號,,(03)5872049,園藝科(日)；食品加工科(日)；畜產保健科(日)；家政科(日)；綜合職能科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,040308,國立陽明交大附中,公立,竹苗區學校名錄,普通科／專業群科,,新竹縣,竹北市,新竹縣竹北市中央路3號,,(03)5517330,普通科(日)；舞蹈班(日)；體育班(日)；資訊科(日)；商業經營科(日)；門市服務科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,041303,私立義民高中,私立,竹苗區學校名錄,普通科／專業群科／進修部／實用技能學程,,新竹縣,竹北市,新竹縣竹北市中正西路15號,,(03)5552020,普通科(日)；資訊科(日)；資料處理科(日)；資料處理科(夜)；廣告設計科(日)；幼兒保育科(日)；廣告技術科(日)；商用資訊科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,041305,私立忠信高中,私立,竹苗區學校名錄,普通科,,新竹縣,新豐鄉,新竹縣新豐鄉忠信街178號,,(03)5595775,普通科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,041306,私立東泰高中,私立,竹苗區學校名錄,普通科／專業群科／進修部／實用技能學程,,新竹縣,竹東鎮,新竹縣竹東鎮東峰路343號,,(03)5961232,普通科(日)；汽車科(日)；汽車科(夜)；資訊科(日)；資料處理科(日)；餐飲管理科(日)；餐飲管理科(夜)；時尚造型科(日)；綜合職能科(日)；烘焙食品科(日)；汽車修護科(日)；水電技術科(日)；微電腦修護科(日)；商用資訊科(日)；餐飲技術科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,041307,私立仰德高中,私立,竹苗區學校名錄,進修部／專業群科／實用技能學程,,新竹縣,新豐鄉,新竹縣新豐鄉員山133號,,(03)5592158,資料處理科(夜)；餐飲管理科(日)；餐飲管理科(夜)；電子商務科(日)；時尚造型科(日)；綜合職能科(日)；烘焙食品科(日)；餐飲技術科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,041401,私立內思高工,私立,竹苗區學校名錄,專業群科,,新竹縣,新埔鎮,新竹縣新埔鎮楊新路㇐段40號,,(03)5882520,機械科(日)；資訊科(日)；電子科(日)；電機科(日)；多媒體設計科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,044311,新竹縣立六家高級中學,公立,竹苗區學校名錄,普通科,,新竹縣,竹北市,新竹縣竹北市嘉興路356號,,(03)5503824,普通科(日)；體育班(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
,044320,新竹縣立湖口高中,公立,竹苗區學校名錄,普通科／專業群科,,新竹縣,湖口鄉,新竹縣湖口鄉達生路601號,,(03)5992588,普通科(日)；體育班(日)；商業經營科(日),,,,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,
